title,description,skills,technology_skills,education_level,salary_median,job_growth,work_activities,work_context,knowledge_areas,abilities,work_styles,tasks,tools_used,work_values,url
Food Preparation Workers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'AWS', 'Excel', 'Perl', 'Chef']",,$16.45,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/35-2021.00
"Food Servers, Nonrestaurant","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'AWS']",,$16.57,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/35-3041.00
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel', 'Perl', 'Chef']",,$14.61,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/35-9031.00
Waiters and Waitresses,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS']",,$16.23,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/35-3031.00
"Building Cleaning Workers, All Other",,[],"['R', 'Go']",,$20.37,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-2019.00
First-Line Supervisors of Housekeeping and Janitorial Workers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",,$22.85,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-1011.00
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers","Sample of reported job titles:Field Manager, Golf Course Superintendent, Grounds Crew Supervisor, Grounds Foreman, Grounds Maintenance Supervisor, Grounds Manager, Grounds Supervisor, Groundskeeper Supervisor, Landscape Manager, Landscape Supervisor",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Perl']",,$27.01,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-1012.00
"Grounds Maintenance Workers, All Other","Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go']",,$20.87,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-3019.00
"Janitors and Cleaners, Except Maids and Housekeeping Cleaners","Keep buildings in clean and orderly condition. Perform heavy cleaning duties, such as cleaning floors, shampooing rugs, washing walls and glass, and removing rubbish. Duties may include tending furnace and boiler, performing routine maintenance activities, notifying management of need for repairs, and cleaning snow or debris from sidewalk.",[],"['R', 'Go', 'Rust', 'AWS', 'Excel']",,$17.27,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-2011.00
Landscaping and Groundskeeping Workers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Spring', 'AWS', 'Excel']",,$18.31,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-3011.00
Maids and Housekeeping Cleaners,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Excel']",,$16.66,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-2012.00
Pest Control Workers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel', 'Perl']",,$21.51,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-2021.00
"Pesticide Handlers, Sprayers, and Applicators, Vegetation","Sample of reported job titles:Chemical Applicator, Integrated Pest Management Technician (IPM Technician), Lawn Specialist, Lawn Technician, Licensed Pesticide Applicator, Pest Control Technician, Pesticide Applicator, Spray Applicator, Spray Technician, Tree and Shrub Technician",[],"['R', 'Go', 'React', 'AWS', 'Git', 'Excel', 'Perl']",,$21.73,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-3012.00
Tree Trimmers and Pruners,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel', 'Perl']",,$24.25,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/37-3013.00
Amusement and Recreation Attendants,"Perform a variety of attending duties at amusement or recreation facility. May schedule use of recreation facilities, maintain and provide equipment to participants of sporting events or recreational pursuits, or operate amusement concessions and rides.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",,$14.66,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-3091.00
Animal Caretakers,"Feed, water, groom, bathe, exercise, or otherwise provide care to promote and maintain the well-being of pets and other animals that are not raised for consumption, such as dogs, cats, race horses, ornamental fish or birds, zoo animals, and mice. Work in settings such as kennels, animal shelters, zoos, circuses, and aquariums. May keep records of feedings, treatments, and animals received or discharged. May clean, disinfect, and repair cages, pens, or fish tanks.",[],"['R', 'Go', 'AWS', 'Excel']",,$16.09,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-2021.00
Animal Trainers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'Excel']",,$18.63,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-2011.00
Baggage Porters and Bellhops,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'AWS', 'Excel']",,$17.32,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-6011.00
Barbers,"Provide barbering services, such as cutting, trimming, shampooing, and styling hair; trimming beards; or giving shaves.",[],"['R', 'Go', 'React', 'AWS', 'Linux', 'Excel']",,$18.73,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-5011.00
Childcare Workers,"Sample of reported job titles:Caregiver, Child Care Worker, Child Caregiver, Childcare Provider, Childcare Worker, Daycare Teacher, Daycare Worker, Infant Teacher, Toddler Teacher",[],"['R', 'Go', 'Rust', 'React', 'AWS']",,$15.41,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-9011.00
Concierges,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Chef']",,$17.94,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-6012.00
Costume Attendants,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Rust', 'React', 'Excel']",,$26.35,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-3092.00
Crematory Operators,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'Excel']",,$20.62,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-4012.00
Embalmers,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.",[],"['R', 'Go', 'React', 'AWS', 'Excel']",,$27.06,,"['Type a title or code for matches', 'No quick matches found', 'Search for keyword results']",[],[],[],[],[],[],[],https://www.onetonline.org/link/summary/39-4011.00
