title,occupation_code,occupation_family,occupation_family_id,description,technology_skills,salary_median,abilities,url
Business Continuity Planners,13-1199.04,Business and Financial Operations,13,"Develop, maintain, or implement business continuity and disaster recovery strategies and solutions, including risk assessments, business impact analyses, strategy selection, and documentation of business continuity and disaster recovery procedures. Plan, conduct, and debrief regular mock-disaster exercises to test the adequacy of existing plans and strategies, updating procedures and plans regularly. Act as a coordinator for continuity efforts after a disruption event.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",$39.07,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1199.04
"Business Operations Specialists, All Other",13-1199.00,Business and Financial Operations,13,,"['R', 'Go']",$39.07,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', '13-1199.05Sustainability Specialists', '13-1199.05Sustainability Specialists', 'Sustainability Specialists', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1199.00
"Buyers and Purchasing Agents, Farm Products",13-1021.00,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'Angular', 'AWS', 'Excel']",$36.37,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1021.00
"Claims Adjusters, Examiners, and Investigators",13-1031.00,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel']",$36.92,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Disability Analyst', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1031.00
"Compensation, Benefits, and Job Analysis Specialists",13-1141.00,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",$37.03,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1141.00
Compliance Officers,13-1041.00,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Git', 'Excel']",$37.70,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1041.00
Credit Analysts,13-2041.00,Business and Financial Operations,13,Analyze credit data and financial statements of individuals or firms to determine the degree of risk involved in extending credit or lending money. Prepare reports with credit information for use in decisionmaking.,"['Python', 'R', 'Go', 'React', 'AWS', 'Excel', 'SQL']",$38.93,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2041.00
Credit Counselors,13-2071.00,Business and Financial Operations,13,"Advise and educate individuals or organizations on acquiring and managing debt. May provide guidance in determining the best type of loan and explain loan requirements or restrictions. May help develop debt management plans or student financial aid packages. May advise on credit issues, or provide budget, mortgage, bankruptcy, or student financial aid counseling.","['R', 'Go', 'React', 'AWS', 'Excel']",$24.27,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2071.00
Environmental Compliance Inspectors,13-1041.01,Business and Financial Operations,13,"Sample of reported job titles:Air Permitting and Enforcement Inspector, Compliance Investigator, Enforcement Officer, Environmental Compliance Inspector, Environmental Inspector, Environmental Protection Specialist, Environmental Quality Analyst, Resource Conservation and Recovery Act Enforcement Officer (RCRA Enforcement Officer), Toxics Program Officer, Waste Management Specialist","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'Perl']",$37.70,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Far Vision— The ability to see details at a distance.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1041.01
Equal Opportunity Representatives and Officers,13-1041.03,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Excel']",$37.70,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Association on Higher Education and Disabilityexternal site', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1041.03
Financial and Investment Analysts,13-2051.00,Business and Financial Operations,13,"Sample of reported job titles:Analyst, Credit Products Officer, Equity Research Analyst, Financial Analyst, Investment Analyst, Planning Analyst, Portfolio Manager, Real Estate Analyst, Securities Analyst, Trust Officer","['R', 'MATLAB', 'Go', 'Rust', 'Tableau', 'Power BI', 'Excel', 'SQL']",$48.73,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Train personnel to enhance job skills.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2051.00
Financial Quantitative Analysts,13-2099.01,Business and Financial Operations,13,"Develop quantitative techniques to inform securities investing, equities investing, pricing, or valuation of financial instruments. Develop mathematical or statistical models for risk management, asset optimization, pricing, or relative value analysis.","['Java', 'JavaScript', 'C#', 'R', 'MATLAB', 'Go', 'React', 'AWS', 'Azure', 'Linux', 'Tableau', 'Power BI', 'Excel', 'SQL', 'Perl']",$38.55,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2099.01
Financial Risk Specialists,13-2054.00,Business and Financial Operations,13,"Analyze and measure exposure to credit and market risk threatening the assets, earning capacity, or economic state of an organization. May make recommendations to limit risk.","['Python', 'C++', 'R', 'MATLAB', 'Go', 'AWS', 'Azure', 'Linux', 'Tableau', 'Excel', 'SQL', 'Ruby', 'Perl']",$50.96,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2054.00
"Fraud Examiners, Investigators and Analysts",13-2099.04,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['Python', 'R', 'Go', 'Rust', 'React', 'AWS', 'Tableau', 'Excel', 'SQL']",$38.55,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Train personnel to enhance job skills.Related occupations', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2099.04
Fundraisers,13-1131.00,Business and Financial Operations,13,"Organize activities to raise funds or otherwise solicit and gather monetary donations or other gifts for an organization. May design and produce promotional materials. May also raise awareness of the organization's work, goals, and financial needs.","['R', 'Go', 'Rust', 'React', 'AWS', 'Excel', 'SQL']",$31.97,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1131.00
"Insurance Appraisers, Auto Damage",13-1032.00,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['R', 'Go', 'React', 'AWS', 'Excel']",$36.85,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-1032.00
Insurance Underwriters,13-2053.00,Business and Financial Operations,13,"Disclaimer:Sources are listed to provide additional information on related jobs, specialties, and/or industries.
Links to non-DOL Internet sites are provided for your convenience and do not constitute an endorsement.","['C++', 'R', 'Go', 'React', 'AWS', 'Excel']",$38.40,"['Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills', 'Technology Skills', 'Skills', 'Speech Clarity— The ability to speak clearly so others can understand you.Related occupations', 'Advanced SearchesJob DutiesProfessional AssociationsRelated ActivitiesSoft SkillsTechnology Skills']",https://www.onetonline.org/link/summary/13-2053.00
